cities,raw,address,zip
"Greenwood, SC ",Waffle House in 29649 at 447 Bypass 72 Nw,447 Bypass 72 Nw,29649
"Greenwood, SC ",Waffle House in 29649 at 1108 Bypass 25 Ne,1108 Bypass 25 Ne,29649
"Greer, SC ",Waffle House in 29650 at 1133 W Wade Hampton Blvd,1133 W Wade Hampton Blvd,29650
"Greer, SC ",Waffle House in 29651 at 705 N Main St,705 N Main St,29651
"Greer, SC ",Waffle House in 29651 at 1509 Hwy 101 S,1509 Hwy 101 S,29651
"Lexington, SC ",Waffle House in 29072 at 5475 Sunset Blvd,5475 Sunset Blvd,29072
"Lexington, SC ",Waffle House in 29072 at 5045 Augusta Rd,5045 Augusta Rd,29072
"Lexington, SC ",Waffle House in 29073 at 1036 S Lake Dr,1036 S Lake Dr,29073
"Lugoff, SC ",Waffle House in 29078 at 529 Highway 601 S,529 Highway 601 S,29078
"Lugoff, SC ",Waffle House in 29078 at 525 Highway 601 S,525 Highway 601 S,29078
"Manning, SC ",Waffle House in 29102 at Paxville Hwy,Paxville Hwy,29102
"Manning, SC ",Waffle House in 29102 at 3021 Paxville Hwy,3021 Paxville Hwy,29102
"Myrtle Beach, SC ",Waffle House in 29575-6025 at 608 Highway 17 N,608 Highway 17 N,29575
"Myrtle Beach, SC ",Waffle House in 29575-6025 at 608 Highway 17 N,608 Highway 17 N,29575
"Myrtle Beach, SC ",Waffle House in 29579-6886 at 110 Seaborn Dr,110 Seaborn Dr,29579
"Myrtle Beach, SC ",Waffle House in 29588 at 105 N Strand Pkwy,105 N Strand Pkwy,29588
"Newberry, SC ",Waffle House in 29108 at 2993 Main St,2993 Main St,29108
"Newberry, SC ",Waffle House in 29108 at 25 Thomas Griffin Rd,25 Thomas Griffin Rd,29108
"North Augusta, SC ",Waffle House in 29841 at 960 Edgefield Rd,960 Edgefield Rd,29841
"North Augusta, SC ",Waffle House in 29841 at 321 Georgia Ave,321 Georgia Ave,29841
"North Augusta, SC ",Waffle House in 29841 at 1171 W Martintown Rd,1171 W Martintown Rd,29841
"North Charleston, SC ",Waffle House in 29406 at 7391 Northwoods Blvd,7391 Northwoods Blvd,29406
"North Charleston, SC ",Waffle House in 29418 at 4755 Arco Ln,4755 Arco Ln,29418
"North Charleston, SC ",Waffle House in 29418 at Ashley Phosphate Rd,Ashley Phosphate Rd,29418
"North Charleston, SC ",Waffle House in 29418 at 2571 Ashley Phosphate Rd,2571 Ashley Phosphate Rd,29418
"Orangeburg, SC ",Waffle House in 29115 at 3211 5 Chop Rd,3211 5 Chop Rd,29115
"Orangeburg, SC ",Waffle House in 29118 at 3695 St Matthews Rd,3695 St Matthews Rd,29118
"Piedmont, SC ",Waffle House in 29673 at 7425 Augusta Rd,7425 Augusta Rd,29673
"Piedmont, SC ",Waffle House in 29673 at 103 Assembly Dr,103 Assembly Dr,29673
"Rock Hill, SC ",Waffle House in 29730-6984 at 1049 S Anderson Rd,1049 S Anderson Rd,29730
"Rock Hill, SC ",Waffle House in 29732-2174 at 2553 Cherry Rd,2553 Cherry Rd,29732
"Simpsonville, SC ",Waffle House in 29680 at 3845 Grandview Dr,3845 Grandview Dr,29680
"Simpsonville, SC ",Waffle House in 29680 at 3745 Grandview Dr,3745 Grandview Dr,29680
"Spartanburg, SC ",Waffle House in 29301 at 1819 John B White Sr Blvd,1819 John B White Sr Blvd,29301
"Spartanburg, SC ",Waffle House in 29301 at 8121 Warren H Abernathy Hwy,8121 Warren H Abernathy Hwy,29301
"Spartanburg, SC ",Waffle House in 29301 at 208 Exchange Village Dr E,208 Exchange Village Dr E,29301
"Spartanburg, SC ",Waffle House in 29303 at 2230 Chesnee Hwy,2230 Chesnee Hwy,29303
"Spartanburg, SC ",Waffle House in 29303 at 1344 Boiling Springs Rd,1344 Boiling Springs Rd,29303
"Spartanburg, SC ",Waffle House in 29303 at 1795 Asheville Hwy,1795 Asheville Hwy,29303
"Spartanburg, SC ",Waffle House in 29303 at 6780 Pottery Rd,6780 Pottery Rd,29303
"Spartanburg, SC ",Waffle House in 29306 at 2193 Southport Rd,2193 Southport Rd,29306
"Spartanburg, SC ",Waffle House in 29307 at 1834 E Main St,1834 E Main St,29307
"Summerville, SC ",Waffle House in 29483 at S Main St,S Main St,29483
"Summerville, SC ",Waffle House in 29483 at 1415 N Main St,1415 N Main St,29483
"Summerville, SC ",Waffle House in 29483 at 123 South Main Street,123 South Main Street,29483
"Summerville, SC ",Waffle House in 29485 at 10009 Dorchester Rd,10009 Dorchester Rd,29485
"Sumter, SC ",Waffle House in 29150 at 1041 Broad St,1041 Broad St,29150
"Sumter, SC ",Waffle House in 29150 at 1350 Broad St,1350 Broad St,29150
"Walterboro, SC ",Waffle House in 29488 at 1326 Sniders Hwy,1326 Sniders Hwy,29488
"Walterboro, SC ",Waffle House in 29488 at 1646 Bells Hwy,1646 Bells Hwy,29488
"West Columbia, SC ",Waffle House in 29169 at 3939 Sunset Blvd,3939 Sunset Blvd,29169
"West Columbia, SC ",Waffle House in 29169 at 2506 Augusta Rd,2506 Augusta Rd,29169
"West Columbia, SC ",Waffle House in 29169 at 2510 Sunset Blvd,2510 Sunset Blvd,29169
"West Columbia, SC ",Waffle House in 29170 at 3949 Platt Springs Rd,3949 Platt Springs Rd,29170
"West Columbia, SC ",Waffle House in 29170 at 2208 Airport Blvd,2208 Airport Blvd,29170
"West Columbia, SC ",Waffle House in 29172 at 2846 Charleston Hwy,2846 Charleston Hwy,29172
"Yemassee, SC ",Waffle House in 29945 at Yemassee Rd,Yemassee Rd,29945
"Yemassee, SC ",Waffle House in 29945-8441 at 41 Yemassee Rd,41 Yemassee Rd,29945
"Ridgeway, SC",single loc,6169 Sc-34 E,29130-7764
"Mount Pleasant, SC",single loc,609 Long Point Rd,29464
"Ridgeland, SC",single loc,8185 E Main St,29936
"Bishopville, SC",single loc,1113 Sumter Hwy,29010
"Blacksburg, SC",single loc,1010 N Mountain St,29702-9304
"Irmo, SC",single loc,7813 Broad River Rd,29063
"Lancaster, SC",single loc,1300 Hwy 9 Byp,29720-4712
"Camden, SC",single loc,425 Sumter Hwy,29020
"Pawleys Island, SC",single loc,10337 Ocean Hwy,29585
"Moncks Corner, SC",single loc,309 N Highway 52,29461
"Dillon, SC",single loc,709 Radford Blvd,29536
"Chapin, SC",single loc,655 Columbia Ave,29036
"Clemson, SC",single loc,1064 Tiger Blvd,29631
"Taylors, SC",single loc,2922 Wade Hampton Blvd,29687
"Goose Creek, SC",single loc,120 S Goose Creek Blvd,29445
"Blythewood, SC",single loc,216 Blythewood Rd,29016
"St George, SC",single loc,127 Motel Dr,29477
"Santee, SC",single loc,8915 Old Number Six Hwy,29142
"Roebuck, SC",single loc,6207 Highway 221,29376
"Seneca, SC",single loc,1035 By Pass 123,29678
"Travelers Rest, SC",single loc,11 Roe Rd,29690
"Ladson, SC",single loc,422 College Park Rd,29456
"Mauldin, SC",single loc,326 W Butler Rd,29662
"Conway, SC",single loc,2905 Church St,29526
"Inman, SC",single loc,9355 Asheville Hwy,29349
"North Myrtle Beach, SC",single loc,604 Highway 17 S,29582-3338
"Batesburg, SC",single loc,130 W Church St,29006
"Beech Island, SC",single loc,4390 Jefferson Davis Hwy,29842
"Johns Island, SC",single loc,3565 Savannah Hwy,29455
"Richburg, SC",single loc,3204 Lancaster Hwy,29729-9038
"Beaufort, SC",single loc,2344 Boundary St,29902
"Central, SC",single loc,1283 Eighteen Mile Rd,29630
"Fountain Inn, SC",single loc,801 Fairview St,29644
"Little River, SC",single loc,599 Highway 17,29566-8038
"Laurens, SC",single loc,21360 Highway 221 N,29360
"Easley, SC",single loc,910 S Pendleton St,29642
"Murrells Inlet, SC",single loc,3693 Us-17-br,29576
"Antioch, TN ",Waffle House in 37013 at 13020 Old Hickory Blvd,13020 Old Hickory Blvd,37013
"Antioch, TN ",Waffle House in 37013-3320 at 114 HAYWOOD LN,114 HAYWOOD LN,37013
"Antioch, TN ",Waffle House in 37013-3702 at 1114 BELL RD,1114 BELL RD,37013
"Chattanooga, TN ",Waffle House in 37404 at 2024 E 23rd St,2024 E 23rd St,37404
"Chattanooga, TN ",Waffle House in 37405 at 102 Signal Mountain Rd,102 Signal Mountain Rd,37405
"Chattanooga, TN ",Waffle House in 37405 at 701 Cherokee Blvd,701 Cherokee Blvd,37405
"Chattanooga, TN ",Waffle House in 37411 at 4903 Brainerd Rd,4903 Brainerd Rd,37411
"Chattanooga, TN ",Waffle House in 37412 at 6513 Ringgold Rd,6513 Ringgold Rd,37412
"Chattanooga, TN ",Waffle House in 37416 at 4343 Highway 58,4343 Highway 58,37416
"Chattanooga, TN ",Waffle House in 37416 at 4503 Highway 58,4503 Highway 58,37416
"Chattanooga, TN ",Waffle House in 37419 at 28 Birmingham Hwy,28 Birmingham Hwy,37419
"Chattanooga, TN ",Waffle House in 37419 at 3805 Cummings Hwy,3805 Cummings Hwy,37419
"Chattanooga, TN ",Waffle House in 37421 at 6007 Shallowford Rd,6007 Shallowford Rd,37421
"Chattanooga, TN ",Waffle House in 37421 at 7018 Shallowford Rd,7018 Shallowford Rd,37421
"Clarksville, TN ",Waffle House in 37040 at 734 N Riverside Dr,734 N Riverside Dr,37040
"Clarksville, TN ",Waffle House in 37040-3058 at 886 Kraft St,886 Kraft St,37040
"Clarksville, TN ",Waffle House in 37040-5006 at 3069 Wilma Rudolph Blvd,3069 Wilma Rudolph Blvd,37040
"Clarksville, TN ",Waffle House in 37042 at 3323 Fort Campbell Blvd,3323 Fort Campbell Blvd,37042
"Clarksville, TN ",Waffle House in 37042 at 1683 Fort Campbell Blvd,1683 Fort Campbell Blvd,37042
"Clarksville, TN ",Waffle House in 37042-3513 at 1730 Fort Campbell Blvd,1730 Fort Campbell Blvd,37042
"Clarksville, TN ",Waffle House in 37043-2418 at 1114 Hwy 76,1114 Hwy 76,37043
"Cleveland, TN ",Waffle House in 37311 at 2680 Georgetown Rd Nw Ste 240,2680 Georgetown Rd Nw Ste 240,37311
"Cleveland, TN ",Waffle House in 37312 at 113 James Asbury Dr Nw,113 James Asbury Dr Nw,37312
"Columbia, TN ",Waffle House in 38401-2106 at 1104 Nashville Hwy,1104 Nashville Hwy,38401
"Columbia, TN ",Waffle House in 38401-4337 at 811 N James Campbell Blvd,811 N James Campbell Blvd,38401
"Columbia, TN ",Waffle House in 38401-7237 at 2544 Nashville Hwy,2544 Nashville Hwy,38401
"Columbia, TN ",Waffle House in 38401-7658 at 1591 Bear Creek Pike,1591 Bear Creek Pike,38401
"Cookeville, TN ",Waffle House in 38501 at 302 Dubois Rd,302 Dubois Rd,38501
"Cookeville, TN ",Waffle House in 38501 at 1079 S Willow Ave,1079 S Willow Ave,38501
"Cookeville, TN ",Waffle House in 38506 at 1121 S Jefferson Ave,1121 S Jefferson Ave,38506
"Dickson, TN ",Waffle House in 37055 at 2321 Highway 46 S,2321 Highway 46 S,37055
"Dickson, TN ",Waffle House in 37055-2162 at 300 Henslee Dr,300 Henslee Dr,37055
"Goodlettsville, TN ",Waffle House in 37072 at 949 Louisville Hwy,949 Louisville Hwy,37072
"Goodlettsville, TN ",Waffle House in 37072-1107 at 1000 Louisville Hwy,1000 Louisville Hwy,37072
"Goodlettsville, TN ",Waffle House in 37072-1932 at 941 Conference Dr,941 Conference Dr,37072
"Goodlettsville, TN ",Waffle House in 37072-2161 at 101 Rivergate Dr,101 Rivergate Dr,37072
"Gordonsville, TN ",Waffle House in 38563 at 465 Gordonsville Hwy,465 Gordonsville Hwy,38563
"Gordonsville, TN ",Waffle House in 38563-4614 at 500 Gordonsville Hwy,500 Gordonsville Hwy,38563
"Hixson, TN ",Waffle House in 37343 at 5466 Highway 153,5466 Highway 153,37343
"Hixson, TN ",Waffle House in 37343-4684 at 7035 Highway 153,7035 Highway 153,37343
"Jackson, TN ",Waffle House in 38301 at 1724 S Highland Ave,1724 S Highland Ave,38301
"Jackson, TN ",Waffle House in 38305 at 24 Casey Jones Ln,24 Casey Jones Ln,38305
"Jackson, TN ",Waffle House in 38305 at 2314 N Highland Ave,2314 N Highland Ave,38305
"Johnson City, TN ",Waffle House in 37601 at 2508 N Roan St,2508 N Roan St,37601
"Johnson City, TN ",Waffle House in 37604 at 510 N State Of Franklin Rd,510 N State Of Franklin Rd,37604
"Johnson City, TN ",Waffle House in 37615 at 2693 Boones Creek Rd,2693 Boones Creek Rd,37615
"Kingsport, TN ",Waffle House in 37660 at 4215 W Stone Dr,4215 W Stone Dr,37660
"Kingsport, TN ",Waffle House in 37660 at 1668 E Stone Dr,1668 E Stone Dr,37660
"Knoxville, TN ",Waffle House in 37912 at 119 Cedar Ln,119 Cedar Ln,37912
"Knoxville, TN ",Waffle House in 37914 at 5416 Asheville Hwy,5416 Asheville Hwy,37914
"Knoxville, TN ",Waffle House in 37918 at 7102 Maynardville Pike,7102 Maynardville Pike,37918
"Knoxville, TN ",Waffle House in 37918-5738 at 7110 Maynardville Pike,7110 Maynardville Pike,37918
"Knoxville, TN ",Waffle House in 37919 at 6230 Papermill Dr,6230 Papermill Dr,37919
"Knoxville, TN ",Waffle House in 37923 at 411 N Cedar Bluff Rd,411 N Cedar Bluff Rd,37923
"Knoxville, TN ",Waffle House in 37924 at 7416 Strawberry Plains Pike,7416 Strawberry Plains Pike,37924
"Knoxville, TN ",Waffle House in 37924 at 7414 Strawberry Plains Pike,7414 Strawberry Plains Pike,37924
"Knoxville, TN ",Waffle House in 37932 at 507 Lovell Rd,507 Lovell Rd,37932
"Lebanon, TN ",Waffle House in 37087 at 819 N Cumberland St,819 N Cumberland St,37087
"Lebanon, TN ",Waffle House in 37090-1201 at 380 Hwy 109,380 Hwy 109,37090
"Manchester, TN ",Waffle House in 37355 at 69 Expressway Dr,69 Expressway Dr,37355
"Manchester, TN ",Waffle House in 37355 at 629 Woodbury Hwy,629 Woodbury Hwy,37355
"Memphis, TN ",Waffle House in 38118 at 4314 American Way,4314 American Way,38118
"Memphis, TN ",Waffle House in 38122 at 5255 Summer Ave,5255 Summer Ave,38122
"Memphis, TN ",Waffle House in 38133 at 2931 N Germantown Rd,2931 N Germantown Rd,38133
"Memphis, TN ",Waffle House in 38134 at 1550 Sycamore View Rd,1550 Sycamore View Rd,38134
"Morristown, TN ",Waffle House in 37813 at 2330 E Morris Blvd,2330 E Morris Blvd,37813
"Morristown, TN ",Waffle House in 37814 at 3682 W Andrew Johnson Hwy,3682 W Andrew Johnson Hwy,37814
"Mount Juliet, TN ",Waffle House in 37122 at 400 S Mount Juliet Rd,400 S Mount Juliet Rd,37122
"Mount Juliet, TN ",Waffle House in 37122 at 236 S Mt Juliet Rd,236 S Mt Juliet Rd,37122
"Murfreesboro, TN ",Waffle House in 37127 at 2477 S Church St,2477 S Church St,37127
"Murfreesboro, TN ",Waffle House in 37127-5548 at 2659 S Church St,2659 S Church St,37127
"Murfreesboro, TN ",Waffle House in 37129-6924 at 2210 Armory Dr,2210 Armory Dr,37129
"Murfreesboro, TN ",Waffle House in 37130-1407 at 2427 Franklin Ln,2427 Franklin Ln,37130
"Murfreesboro, TN ",Waffle House in 37130-5505 at 2012 S Church St,2012 S Church St,37130
"Nashville, TN ",Waffle House in 37204 at 4301 Sidco Dr,4301 Sidco Dr,37204
"Nashville, TN ",Waffle House in 37204-4507 at 4201 Sidco Dr,4201 Sidco Dr,37204
"Nashville, TN ",Waffle House in 37207 at 228 W Trinity Ln,228 W Trinity Ln,37207
"Nashville, TN ",Waffle House in 37207-2955 at 3304 Dickerson Pike,3304 Dickerson Pike,37207
"Nashville, TN ",Waffle House in 37207-4961 at 238 E Trinity Ln,238 E Trinity Ln,37207
"Nashville, TN ",Waffle House in 37209 at 408 Robertson Ave,408 Robertson Ave,37209
"Nashville, TN ",Waffle House in 37209-4208 at 6930 Charlotte Pike,6930 Charlotte Pike,37209
"Nashville, TN ",Waffle House in 37209-5108 at 616 Old Hickory Blvd,616 Old Hickory Blvd,37209
"Nashville, TN ",Waffle House in 37209-5110 at 790 Old Hickory Blvd,790 Old Hickory Blvd,37209
"Nashville, TN ",Waffle House in 37211-3139 at 446 Metroplex Dr,446 Metroplex Dr,37211
"Nashville, TN ",Waffle House in 37211-3910 at 318 Harding Pl,318 Harding Pl,37211
"Nashville, TN ",Waffle House in 37211-4604 at 200 Largo Dr,200 Largo Dr,37211
"Nashville, TN ",Waffle House in 37211-6412 at 14991 Old Hickory Blvd,14991 Old Hickory Blvd,37211
"Nashville, TN ",Waffle House in 37214-1310 at 2727 Mcgavock Pike,2727 Mcgavock Pike,37214
"Nashville, TN ",Waffle House in 37214-2634 at 707 Stewarts Ferry Pike,707 Stewarts Ferry Pike,37214
"Nashville, TN ",Waffle House in 37214-3730 at 556 Donelson Pike,556 Donelson Pike,37214
"Nashville, TN ",Waffle House in 37214-5118 at 2340 Elm Hill Pike,2340 Elm Hill Pike,37214
"Nashville, TN ",Waffle House in 37217-1140 at 816 Murfreesboro Pike,816 Murfreesboro Pike,37217
"Nashville, TN ",Waffle House in 37217-2213 at 1110 Murfreesboro Pike,1110 Murfreesboro Pike,37217
"Nashville, TN ",Waffle House in 37218-3509 at 5771 Old Hickory Blvd,5771 Old Hickory Blvd,37218
"Nashville, TN ",Waffle House in 37221-1705 at 7676 Us 70,7676 Us 70,37221
"White House, TN",single loc,828 Hwy 76,37188-9209
"Lenoir City, TN",single loc,1116 Highway 321 N,37771-6665
"Smyrna, TN",single loc,794 Nissan Dr,37167-4407
"Athens, TN",single loc,1832 Holiday Dr,37303
"Seymour, TN",single loc,10638 Chapman Hwy,37865
"Newport, TN",single loc,1016 Cosby Hwy,37821
"Tullahoma, TN",single loc,1914 N Jackson St,37388
"Caryville, TN",single loc,121 John Mcghee Blvd,37714
"Monteagle, TN",single loc,705 W Main St,37356
"Decherd, TN",single loc,1848 Decherd Blvd,37324
"Mc Minnville, TN",single loc,1123 Smithville Hwy,37110
"Greeneville, TN",single loc,2761 E Andrew Johnson Hwy,37745
"Crossville, TN",single loc,3116 N Main St,38555
"Germantown, TN",single loc,1249 S Germantown Rd,38138
"Powell, TN",single loc,309 E Emory Rd,37849
"La Vergne, TN",single loc,108 Waldron Rd,37086-3219
"Alcoa, TN",single loc,3009 Alcoa Hwy,37701
"Ooltewah, TN",single loc,5100 Hunter Rd,37363-8829
"Clinton, TN",single loc,2255 N Charles G Seivers Blvd,37716
"Tracy City, TN",single loc,705 Main St,37387
"Dandridge, TN",single loc,643 Highway 92 S,37725-4623
"Brentwood, TN",single loc,790 Old Hickory Blvd,37027
"Gallatin, TN",single loc,644 Nashville Pike,37066-3124
"Cordova, TN",single loc,8135 Varnavas Dr,38016
"Arlington, TN",single loc,3640 Canada Rd,38002
"Hendersonville, TN",single loc,1090 W Main St,37075-2821
"Oak Ridge, TN",single loc,326 S Illinois Ave,37830
"Franklin, TN",single loc,1312 Murfreesboro Rd,37064-3041
"Jasper, TN",single loc,165 Main St,37347
"Amarillo, TX ",Waffle House in 79106 at 2110 S Coulter St,2110 S Coulter St,79106
"Amarillo, TX ",Waffle House in 79109 at 2108 S Western St,2108 S Western St,79109
"Amarillo, TX ",Waffle House in 79110 at 2804 Sw 45th Ave,2804 Sw 45th Ave,79110
"Amarillo, TX ",Waffle House in 79118 at 6310 Hollywood Rd,6310 Hollywood Rd,79118
"Amarillo, TX ",Waffle House in 79118 at 1807 S Lakeside Dr,1807 S Lakeside Dr,79118
"Arlington, TX ",Waffle House in 76011-4316 at 1910 N Collins St,1910 N Collins St,76011
"Arlington, TX ",Waffle House in 76013 at 2221 S Cooper St,2221 S Cooper St,76013
"Arlington, TX ",Waffle House in 76013-6327 at 2221 N Cooper St,2221 N Cooper St,76013
"Arlington, TX ",Waffle House in 76017 at 4701 Little Rd,4701 Little Rd,76017
"Austin, TX ",Waffle House in 78736-7805 at 8800 Highway 290 W,8800 Highway 290 W,78736
"Austin, TX ",Waffle House in 78741 at 7809 E Ben White Blvd,7809 E Ben White Blvd,78741
"Baytown, TX ",Waffle House in 77520-9087 at 8915 N Highway 146,8915 N Highway 146,77520
"Baytown, TX ",Waffle House in 77521-8706 at 7203 Garth Rd,7203 Garth Rd,77521
"Beaumont, TX ",Waffle House in 77703 at 2760 Ih 10 E,2760 Ih 10 E,77703
"Beaumont, TX ",Waffle House in 77705-4226 at 3865 Interstate 10 S,3865 Interstate 10 S,77705
"Beaumont, TX ",Waffle House in 77707 at 3985 College St,3985 College St,77707
"Beaumont, TX ",Waffle House in 77707 at 3987 College St,3987 College St,77707
"Beaumont, TX ",Waffle House in 77708 at 5875 Highway 105,5875 Highway 105,77708
"Bedford, TX ",Waffle House in 76021-3037 at 3764 Cheek-Sparger Rd,3764 Cheek-Sparger Rd,76021
"Bedford, TX ",Waffle House in 76051 at 2997 Texas 360,2997 Texas 360,76051
"Burleson, TX ",Waffle House in 76028-4306 at 405 NW Renfro St,405 NW Renfro St,76028
"Burleson, TX ",Waffle House in 76028-7027 at 251 W Rendon Crowley Rd,251 W Rendon Crowley Rd,76028
"Dallas, TX ",Waffle House in 75220-4212 at 2140 W Northwest Hwy,2140 W Northwest Hwy,75220
"Dallas, TX ",Waffle House in 75220-4304 at 2291 W Northwest Hwy,2291 W Northwest Hwy,75220
"Dallas, TX ",Waffle House in 75234 at 14951 Marsh Ln,14951 Marsh Ln,75234
"Dallas, TX ",Waffle House in 75234 at 2362 Valwood Parkway,2362 Valwood Parkway,75234
"Dallas, TX ",Waffle House in 75235-4210 at 6801 Harry Hines Blvd,6801 Harry Hines Blvd,75235
"Dallas, TX ",Waffle House in 75238 at 12999 Jupiter Rd,12999 Jupiter Rd,75238
"Desoto, TX ",Waffle House in 75115 at 1507 Interstate 35 Service Road,1507 Interstate 35 Service Road,75115
"Desoto, TX ",Waffle House in 75115-2600 at 2199 N Beckley Ave,2199 N Beckley Ave,75115
"Fort Worth, TX ",Waffle House in 76103-1126 at 1216 Oakland Blvd,1216 Oakland Blvd,76103
"Fort Worth, TX ",Waffle House in 76108 at 9450 White Settlement Rd,9450 White Settlement Rd,76108
"Fort Worth, TX ",Waffle House in 76108-3301 at 8600 W. Fwy.,8600 W. Fwy.,76108
"Fort Worth, TX ",Waffle House in 76112-1221 at 150 E Loop 820,150 E Loop 820,76112
"Fort Worth, TX ",Waffle House in 76126 at 8501 Benbrook Blvd,8501 Benbrook Blvd,76126
"Fort Worth, TX ",Waffle House in 76131 at 1220 S Blue Mound Rd,1220 S Blue Mound Rd,76131
"Fort Worth, TX ",Waffle House in 76131-1336 at 3020 Western Center Blvd,3020 Western Center Blvd,76131
"Fort Worth, TX ",Waffle House in 76134-1404 at 6320 South Fwy,6320 South Fwy,76134
"Fort Worth, TX ",Waffle House in 76135-3705 at 6250 Lake Worth Blvd,6250 Lake Worth Blvd,76135
"Fort Worth, TX ",Waffle House in 76137-3412 at 5045 N Beach St,5045 N Beach St,76137
"Fort Worth, TX ",Waffle House in 76180-8307 at 7661 BOULEVARD 26,7661 BOULEVARD 26,76180
"Garland, TX ",Waffle House in 75041 at 3109 S Jupiter Rd,3109 S Jupiter Rd,75041
"Garland, TX ",Waffle House in 75041-5503 at 1418 Eastgate Dr,1418 Eastgate Dr,75041
"Garland, TX ",Waffle House in 75042-5909 at 513 N Plano Rd,513 N Plano Rd,75042
"Garland, TX ",Waffle House in 75043-5902 at 494 W I-30,494 W I-30,75043
"Grand Prairie, TX ",Waffle House in 75052 at 3970 S Belt Line Rd,3970 S Belt Line Rd,75052
"Grand Prairie, TX ",Waffle House in 75052 at Belt Line Rd,Belt Line Rd,75052
"Grand Prairie, TX ",Waffle House in 75052 at 2998 N State Hwy 360 Access Rd,2998 N State Hwy 360 Access Rd,75052
"Grand Prairie, TX ",Waffle House in 75052-7031 at 2610 I 20,2610 I 20,75052
"Grand Prairie, TX ",Waffle House in 75052-7117 at 3962 S Belt Line Rd,3962 S Belt Line Rd,75052
"Grapevine, TX ",Waffle House in 76051 at 1000 W State Highway 114,1000 W State Highway 114,76051
"Grapevine, TX ",Waffle House in 76092-8578 at 2840 Westport Pkwy,2840 Westport Pkwy,76092
"Houston, TX ",Waffle House in 77005 at 5004 Fairmont St,5004 Fairmont St,77005
"Houston, TX ",Waffle House in 77017-7003 at 1720 College St,1720 College St,77017
"Houston, TX ",Waffle House in 77042-3210 at 11240 Westheimer Rd,11240 Westheimer Rd,77042
"Houston, TX ",Waffle House in 77060 at 728 N Sam Houston Pkwy E,728 N Sam Houston Pkwy E,77060
"Houston, TX ",Waffle House in 77073-1812 at 406 Fm 1960 Rd E,406 Fm 1960 Rd E,77073
"Houston, TX ",Waffle House in 77075-2420 at 10134 Almeda Genoa Rd,10134 Almeda Genoa Rd,77075
"Houston, TX ",Waffle House in 77079-1004 at 1015 Highway 6 N,1015 Highway 6 N,77079
"Houston, TX ",Waffle House in 77083-5708 at 8411 Highway 6 S,8411 Highway 6 S,77083
"Irving, TX ",Waffle House in 75060-4614 at 2000 E Irving Blvd,2000 E Irving Blvd,75060
"Irving, TX ",Waffle House in 75061-2549 at 2115 Oakhurst Dr,2115 Oakhurst Dr,75061
"Irving, TX ",Waffle House in 75062 at 4375 W Northgate Dr,4375 W Northgate Dr,75062
"La Porte, TX ",Waffle House in 77571 at 1001 W H St,1001 W H St,77571
"La Porte, TX ",Waffle House in 77571-6140 at 1501 W Fairmont Pkwy,1501 W Fairmont Pkwy,77571
"Longview, TX ",Waffle House in 75602 at 3107 Estes Pkwy,3107 Estes Pkwy,75602
"Longview, TX ",Waffle House in 75605 at 318 E Loop 281,318 E Loop 281,75605
"Mesquite, TX ",Waffle House in 75149-1718 at 1825 N Belt Line Rd,1825 N Belt Line Rd,75149
"Mesquite, TX ",Waffle House in 75149-3638 at 1722 W Scyene Rd,1722 W Scyene Rd,75149
"Orange, TX ",Waffle House in 77630 at 2310 Highway 62 S,2310 Highway 62 S,77630
"Orange, TX ",Waffle House in 77632 at 4212 27th St,4212 27th St,77632
"Pasadena, TX ",Waffle House in 77505-3726 at 5004 Fairmont Pkwy,5004 Fairmont Pkwy,77505
"Pasadena, TX ",Waffle House in 77506-1801 at 211 Richey St,211 Richey St,77506
"Plano, TX ",Waffle House in 75074-3033 at 1740 E Spring Creek Pkwy,1740 E Spring Creek Pkwy,75074
"Plano, TX ",Waffle House in 75074-7404 at 613 S Jupiter Rd,613 S Jupiter Rd,75074
"Port Arthur, TX ",Waffle House in 77642 at 4505 N Twin City Hwy,4505 N Twin City Hwy,77642
"Port Arthur, TX ",Waffle House in 77642 at 2940 Jimmy Johnson Blvd,2940 Jimmy Johnson Blvd,77642
"Southlake, TX ",Waffle House in 76092 at 1000 W Northwest Pkwy,1000 W Northwest Pkwy,76092
"Southlake, TX ",Waffle House in 76092 at Northwest Pkwy,Northwest Pkwy,76092
"Terrell, TX ",Waffle House in 75160-2346 at 1902 W Moore Ave,1902 W Moore Ave,75160
"Terrell, TX ",Waffle House in 75160-5407 at 1736 State Highway 34 S,1736 State Highway 34 S,75160
"Texarkana, TX ",Waffle House in 75503 at 5117 Summerhill Rd,5117 Summerhill Rd,75503
"Texarkana, TX ",Waffle House in 75503 at 5329 N State Line Ave,5329 N State Line Ave,75503
"Vidor, TX ",Waffle House in 77662-3813 at 115 East Fwy,115 East Fwy,77662
"Vidor, TX ",Waffle House in 77662-4930 at 125 E. Fwy.,125 E. Fwy.,77662
"White Settlement, TX ",Waffle House in 76108-3301 at 8600 West Fwy,8600 West Fwy,76108
"White Settlement, TX ",Waffle House in 76108-4458 at 9450 White Settlement Rd,9450 White Settlement Rd,76108
"Winnie, TX ",Waffle House in 77665-7307 at 234 Spur 5,234 Spur 5,77665
"Winnie, TX ","Waffle House in 77665-7693 at 2443 Hwy. 124, Spur 5","2443 Hwy. 124, Spur 5",77665
"Carrollton, TX",single loc,1613 W Hebron Pkwy,75010
